id	entrypoint	group	topic	op	canonical_path	surface	stability	layer	hidden	summary
yai.boot.service_index	run	boot	boot	service_index	run boot service_index	plumbing	experimental	docs	False	boot index operation on service with deterministic contract and traceable outputs.
yai.boot.service_inspect	run	boot	boot	service_inspect	run boot service_inspect	plumbing	experimental	docs	False	boot inspect operation on service with deterministic contract and traceable outputs.
yai.boot.service_prepare	run	boot	boot	service_prepare	run boot service_prepare	plumbing	experimental	docs	False	boot prepare operation on service with deterministic contract and traceable outputs.
yai.boot.service_reconcile	run	boot	boot	service_reconcile	run boot service_reconcile	plumbing	experimental	docs	False	boot reconcile operation on service with deterministic contract and traceable outputs.
yai.boot.service_refresh	run	boot	boot	service_refresh	run boot service_refresh	plumbing	experimental	docs	False	boot refresh operation on service with deterministic contract and traceable outputs.
yai.boot.service_reload	run	boot	boot	service_reload	run boot service_reload	plumbing	experimental	docs	False	boot reload operation on service with deterministic contract and traceable outputs.
yai.boot.service_report	run	boot	boot	service_report	run boot service_report	plumbing	experimental	docs	False	boot report operation on service with deterministic contract and traceable outputs.
yai.boot.service_resume	run	boot	boot	service_resume	run boot service_resume	plumbing	experimental	docs	False	boot resume operation on service with deterministic contract and traceable outputs.
yai.boot.service_seal	run	boot	boot	service_seal	run boot service_seal	plumbing	experimental	docs	False	boot seal operation on service with deterministic contract and traceable outputs.
yai.boot.service_snapshot	run	boot	boot	service_snapshot	run boot service_snapshot	plumbing	experimental	docs	False	boot snapshot operation on service with deterministic contract and traceable outputs.
yai.boot.service_status	run	boot	boot	service_status	run boot service_status	surface	stable	docs	False	boot status operation on service with deterministic contract and traceable outputs.
yai.boot.service_sync	run	boot	boot	service_sync	run boot service_sync	plumbing	experimental	docs	False	boot sync operation on service with deterministic contract and traceable outputs.
yai.boot.service_trace	run	boot	boot	service_trace	run boot service_trace	plumbing	experimental	docs	False	boot trace operation on service with deterministic contract and traceable outputs.
yai.boot.service_unseal	run	boot	boot	service_unseal	run boot service_unseal	plumbing	experimental	docs	False	boot unseal operation on service with deterministic contract and traceable outputs.
yai.boot.service_verify	run	boot	boot	service_verify	run boot service_verify	plumbing	experimental	docs	False	boot verify operation on service with deterministic contract and traceable outputs.
yai.boot.service_warmup	run	boot	boot	service_warmup	run boot service_warmup	plumbing	experimental	docs	False	boot warmup operation on service with deterministic contract and traceable outputs.
yai.boot.status	run	boot	boot	status	run boot status	surface	stable	docs	False	Boot plane status (local readiness + artifacts)
yai.bundle.bundle	bundle	bundle	general	bundle	bundle general bundle	ancillary	experimental	docs	False	Bundle ops (build/seal/export/import/verify/show)
yai.bundle.channel_attach	bundle	bundle	channel	attach	bundle channel attach	ancillary	experimental	exec	False	bundle attach operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_audit	bundle	bundle	channel	audit	bundle channel audit	ancillary	experimental	exec	False	bundle audit operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_build	bundle	bundle	channel	build	bundle channel build	ancillary	experimental	exec	False	bundle build operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_detach	bundle	bundle	channel	detach	bundle channel detach	ancillary	experimental	exec	False	bundle detach operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_digest	bundle	bundle	channel	digest	bundle channel digest	ancillary	experimental	exec	False	bundle digest operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_export	bundle	bundle	channel	export	bundle channel export	ancillary	experimental	exec	False	bundle export operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_import	bundle	bundle	channel	import	bundle channel import	ancillary	experimental	exec	False	bundle import operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_inspect	bundle	bundle	channel	inspect	bundle channel inspect	ancillary	experimental	exec	False	bundle inspect operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_lint	bundle	bundle	channel	lint	bundle channel lint	ancillary	experimental	exec	False	bundle lint operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_merge	bundle	bundle	channel	merge	bundle channel merge	ancillary	experimental	exec	False	bundle merge operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_promote	bundle	bundle	channel	promote	bundle channel promote	ancillary	experimental	exec	False	bundle promote operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_publish	bundle	bundle	channel	publish	bundle channel publish	ancillary	experimental	exec	False	bundle publish operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_repack	bundle	bundle	channel	repack	bundle channel repack	ancillary	experimental	exec	False	bundle repack operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_rollback	bundle	bundle	channel	rollback	bundle channel rollback	ancillary	experimental	exec	False	bundle rollback operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_seal	bundle	bundle	channel	seal	bundle channel seal	ancillary	experimental	exec	False	bundle seal operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_split	bundle	bundle	channel	split	bundle channel split	ancillary	experimental	exec	False	bundle split operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_stamp	bundle	bundle	channel	stamp	bundle channel stamp	ancillary	experimental	exec	False	bundle stamp operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_sync	bundle	bundle	channel	sync	bundle channel sync	ancillary	experimental	exec	False	bundle sync operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_trace	bundle	bundle	channel	trace	bundle channel trace	ancillary	experimental	exec	False	bundle trace operation on channel with deterministic contract and traceable outputs.
yai.bundle.channel_verify	bundle	bundle	channel	verify	bundle channel verify	ancillary	experimental	exec	False	bundle verify operation on channel with deterministic contract and traceable outputs.
yai.bundle.index_attach	bundle	bundle	index	attach	bundle index attach	ancillary	experimental	exec	False	bundle attach operation on index with deterministic contract and traceable outputs.
yai.bundle.index_audit	bundle	bundle	index	audit	bundle index audit	ancillary	experimental	exec	False	bundle audit operation on index with deterministic contract and traceable outputs.
yai.bundle.index_build	bundle	bundle	index	build	bundle index build	ancillary	experimental	exec	False	bundle build operation on index with deterministic contract and traceable outputs.
yai.bundle.index_detach	bundle	bundle	index	detach	bundle index detach	ancillary	experimental	exec	False	bundle detach operation on index with deterministic contract and traceable outputs.
yai.bundle.index_digest	bundle	bundle	index	digest	bundle index digest	ancillary	experimental	exec	False	bundle digest operation on index with deterministic contract and traceable outputs.
yai.bundle.index_export	bundle	bundle	index	export	bundle index export	ancillary	experimental	exec	False	bundle export operation on index with deterministic contract and traceable outputs.
yai.bundle.index_import	bundle	bundle	index	import	bundle index import	ancillary	experimental	exec	False	bundle import operation on index with deterministic contract and traceable outputs.
yai.bundle.index_inspect	bundle	bundle	index	inspect	bundle index inspect	ancillary	experimental	exec	False	bundle inspect operation on index with deterministic contract and traceable outputs.
yai.bundle.index_lint	bundle	bundle	index	lint	bundle index lint	ancillary	experimental	exec	False	bundle lint operation on index with deterministic contract and traceable outputs.
yai.bundle.index_merge	bundle	bundle	index	merge	bundle index merge	ancillary	experimental	exec	False	bundle merge operation on index with deterministic contract and traceable outputs.
yai.bundle.index_promote	bundle	bundle	index	promote	bundle index promote	ancillary	experimental	exec	False	bundle promote operation on index with deterministic contract and traceable outputs.
yai.bundle.index_publish	bundle	bundle	index	publish	bundle index publish	ancillary	experimental	exec	False	bundle publish operation on index with deterministic contract and traceable outputs.
yai.bundle.index_repack	bundle	bundle	index	repack	bundle index repack	ancillary	experimental	exec	False	bundle repack operation on index with deterministic contract and traceable outputs.
yai.bundle.index_rollback	bundle	bundle	index	rollback	bundle index rollback	ancillary	experimental	exec	False	bundle rollback operation on index with deterministic contract and traceable outputs.
